City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
184,Antofagasta,CL,2021-06-14 03:40:28,-23.65,-70.4,58.28,84,25,2.51
185,Brae,GB,2021-06-14 03:40:28,60.3964,-1.353,49.91,89,81,21.99
186,Hinova,RO,2021-06-14 03:40:28,44.5406,22.7769,54.23,70,4,4.94
187,Pisco,PE,2021-06-14 03:40:29,-13.7,-76.2167,60.03,82,0,4.61
188,Areosa,PT,2021-06-14 03:40:29,41.7178,-8.8571,68.23,90,20,3.42
189,Koslan,RU,2021-06-14 03:40:29,63.4564,48.8989,69.87,62,76,8.61
190,Oloron-Sainte-Marie,FR,2021-06-14 03:40:30,43.1944,-0.6107,66.56,76,27,2.42
191,Hvide Sande,DK,2021-06-14 03:40:30,56.0045,8.1294,59.58,89,5,15.66
192,Jardim,BR,2021-06-14 03:40:30,-21.4803,-56.1381,57.87,74,0,3.91
193,Lagoa,PT,2021-06-14 03:40:31,39.05,-27.9833,66.7,82,6,2.08
194,Sao Filipe,CV,2021-06-14 03:40:31,14.8961,-24.4956,74.98,84,85,13.02
195,Cartagena,CO,2021-06-14 03:40:11,10.3997,-75.5144,82.02,89,40,2.3
196,Goundam,ML,2021-06-14 03:40:31,16.4145,-3.6708,92.73,31,62,11.83
197,Bereda,ES,2021-06-14 03:40:32,43.2686,-7.5406,62.35,100,23,2.19
198,Lodja,CD,2021-06-14 03:40:32,-3.4833,23.4333,73.56,51,90,0.89
199,Port Hawkesbury,CA,2021-06-14 03:40:32,45.6169,-61.3485,47.79,90,1,5.75
200,Dingle,PH,2021-06-14 03:40:33,10.9995,122.6711,88.18,64,66,4.29
201,Bani,DO,2021-06-14 03:40:33,18.2833,-70.3333,79.75,83,19,7.11
202,Luderitz,NA,2021-06-14 03:40:33,-26.6481,15.1594,62.87,61,2,5.35
203,Victoria,HK,2021-06-14 03:36:15,22.2855,114.1577,90.97,80,98,10.0
204,Fereydun Kenar,IR,2021-06-14 03:40:33,36.6864,52.5225,75.51,68,24,7.61
205,Mwinilunga,ZM,2021-06-14 03:40:34,-11.7358,24.4293,44.56,62,11,4.68
206,Jurm,AF,2021-06-14 03:40:34,36.8648,70.8342,70.9,35,54,4.63
207,Murray,US,2021-06-14 03:40:35,40.6669,-111.888,89.55,24,1,3.44
208,Azanka,RU,2021-06-14 03:40:35,58.0401,64.7893,74.37,43,61,7.43
209,Lucan,IE,2021-06-14 03:40:35,53.3592,-6.4389,57.72,91,75,13.8
210,La Roda,ES,2021-06-14 03:40:35,39.2167,-2.15,67.91,53,34,6.35
211,Arak,IR,2021-06-14 03:40:36,34.0917,49.6892,59.76,55,0,4.61
212,Mongo,TD,2021-06-14 03:40:36,12.1844,18.693,82.76,55,93,7.38
213,Hlinsko,CZ,2021-06-14 03:40:36,49.7621,15.9076,48.65,95,5,2.91
214,Jibuti,DJ,2021-06-14 03:40:37,11.5,42.5,83.62,33,100,6.24
215,Faya,SA,2021-06-14 03:40:37,18.3851,42.4509,66.72,11,90,7.4
216,Joao Pinheiro,BR,2021-06-14 03:40:37,-17.7425,-46.1725,63.46,60,70,6.67
217,Marystown,CA,2021-06-14 03:40:37,47.1666,-55.1483,47.86,100,17,1.99
218,Sao Gabriel Da Cachoeira,BR,2021-06-14 03:40:38,-0.1303,-67.0892,71.89,99,98,1.86
219,Sarosd,HU,2021-06-14 03:40:38,47.0427,18.6436,54.82,81,6,9.17
220,Aripuana,BR,2021-06-14 03:40:38,-9.1667,-60.6333,76.19,62,73,2.39
221,Kidal,ML,2021-06-14 03:40:39,18.4411,1.4078,85.39,34,0,3.04
222,Sao Jose De Piranhas,BR,2021-06-14 03:40:39,-7.1206,-38.5019,65.86,80,87,2.71
223,Makokou,GA,2021-06-14 03:40:39,0.5738,12.8642,69.37,98,100,1.03
